"","BalusC","Marc Gravell","Greg Hewgill","Jon Skeet","Darin Dimitrov"
"aacbbbcc",0.0,0.0,0.02087425571751469,0.07050250544448296,0.0
"aacbbcaa",0.0,0.0,0.04174851143502938,0.03525125272224148,0.0
"aacbbcab",0.00663318652382114,0.00487609309009587,0.020333963401855767,0.025754128401888093,0.0
"aacbbcac",0.0,0.0,0.04174851143502938,0.052876879083362215,0.0
"aacbbcba",0.00663318652382114,0.00975218618019174,0.015250472551391824,0.09443180414025636,0.0
"aacbbcbb",0.030369702585004297,0.0,0.03491175123775473,0.28495871096647585,0.0
"aacbbcbc",0.0,0.0,0.0,0.06191779597718693,0.0
"aacbbcca",0.015184851292502148,0.022324940869852008,0.0,0.1572185991539177,0.0
"aacbbccb",0.015184851292502148,0.0,0.01163725041258491,0.22600173628375667,0.0
"aacbbccc",0.0,0.0,0.0,0.06191779597718693,0.0
"aacbcaaa",0.015184851292502148,0.011162470434926004,0.03491175123775473,0.0,0.0
"aacbcaab",0.0,0.10011310835326699,0.04174851143502938,0.0,0.0
"aacbcaac",0.0,0.0,0.02087425571751469,0.01762562636112074,0.0
"aacbcaba",0.0,0.10011310835326699,0.02087425571751469,0.0,0.0
"aacbcabb",0.0,0.06697482260955602,0.02327450082516982,0.029478487341359567,0.0
"aacbcabc",0.0,0.03516915025121093,0.0,0.0,0.0
"aacbcaca",0.027237745831209297,0.0,0.02087425571751469,0.0,0.0
"aacbcacb",0.0,0.011162470434926004,0.01163725041258491,0.019652324894239712,0.0
"aacbcbaa",0.01326637304764228,0.02925655854057522,0.040667926803711535,0.012877064200944047,0.0
"aacbcbab",0.01326637304764228,0.04388483781086283,0.040667926803711535,0.008584709467296031,0.0
"aacbcbac",0.015184851292502148,0.03348741130477801,0.01163725041258491,0.0,0.0
"aacbcbba",0.0663318652382114,0.04388483781086283,0.04575141765417547,0.02146177366824008,0.0
"aacbcbbb",0.05306549219056912,0.03900874472076696,0.025417454252319706,0.03863119260283214,0.0
"aacbcbbc",0.04555455387750645,0.03348741130477801,0.0,0.039304649788479425,0.0
"aacbcbca",0.015184851292502148,0.011162470434926004,0.0,0.058956974682719133,0.0
"aacbcbcb",0.0,0.040045243341306797,0.0,0.03525125272224148,0.0
"aacbccaa",0.046432305666747976,0.00487609309009587,0.03558443595324759,0.012877064200944047,0.0
"aacbccab",0.01326637304764228,0.00975218618019174,0.015250472551391824,0.025754128401888093,0.0
"aacbccba",0.0331659326191057,0.00487609309009587,0.005083490850463942,0.08155473993931231,0.0
"aacbccbb",0.019899559571463422,0.00975218618019174,0.005083490850463942,0.017169418934592062,0.0
"aacbccbc",0.0,0.0,0.02087425571751469,0.01762562636112074,0.0
"aacbccca",0.0,0.0,0.0,0.06191779597718693,0.0
"aacbcccb",0.0,0.0,0.02087425571751469,0.03525125272224148,0.0
"aaccaaaa",0.015184851292502148,0.011162470434926004,0.01163725041258491,0.0,0.0
"aaccaaab",0.0,0.0,0.07333004116913089,0.0,0.0
"aaccaaac",0.027237745831209297,0.0,0.02087425571751469,0.0,0.0
"aaccaaba",0.0,0.020022621670653398,0.04174851143502938,0.0,0.0
"aaccaabb",0.015184851292502148,0.07813729304448203,0.0,0.009826162447119856,0.0
"aaccaabc",0.0,0.060067865011960195,0.0,0.052876879083362215,0.0
"aaccaaca",0.0,0.0,0.02087425571751469,0.0,0.014033014915962736
"aaccaacb",0.0,0.08009048668261359,0.0,0.01762562636112074,0.0
"aaccaacc",0.0,0.0,0.0,0.06191779597718693,0.0
"aaccabaa",0.015184851292502148,0.011162470434926004,0.03491175123775473,0.0,0.0
"aaccabab",0.015184851292502148,0.0,0.02327450082516982,0.019652324894239712,0.0
"aaccabba",0.01326637304764228,0.00975218618019174,0.005083490850463942,0.008584709467296031,0.0
"aaccabbc",0.0,0.0,0.02087425571751469,0.01762562636112074,0.0
"aaccabca",0.04784230513859746,0.0,0.0,0.0,0.0
"aaccabcc",0.0,0.0,0.0,0.030958897988593467,0.0
"aaccacaa",0.0,0.0,0.02087425571751469,0.01762562636112074,0.0
"aaccacab",0.027237745831209297,0.0,0.0,0.01762562636112074,0.0
"aaccacba",0.0,0.0,0.0,0.15479448994296735,0.0
"aaccacbb",0.015184851292502148,0.011162470434926004,0.0,0.029478487341359567,0.0
"aaccacbc",0.0,0.0,0.0,0.030958897988593467,0.0
"aaccacca",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"aaccaccb",0.0,0.03516915025121093,0.0,0.0,0.0
"aaccbaaa",0.0,0.040045243341306797,0.0,0.01762562636112074,0.0
"aaccbaab",0.060739405170008594,0.07813729304448203,0.04654900165033964,0.0,0.0
"aaccbaac",0.0,0.07033830050242186,0.0,0.0,0.0
"aaccbaba",0.00663318652382114,0.048760930900958704,0.025417454252319706,0.0042923547336480156,0.0
"aaccbabb",0.01326637304764228,0.07801748944153392,0.015250472551391824,0.034338837869184125,0.0
"aaccbabc",0.0,0.060067865011960195,0.04174851143502938,0.0,0.0
"aaccbaca",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"aaccbacb",0.05447549166241859,0.060067865011960195,0.0,0.0,0.0
"aaccbacc",0.030369702585004297,0.022324940869852008,0.01163725041258491,0.0,0.0
"aaccbbab",0.08623142480967481,0.04388483781086283,0.005083490850463942,0.030046483135536112,0.0
"aaccbbac",0.00663318652382114,0.00975218618019174,0.005083490850463942,0.0042923547336480156,0.0
"aaccbbba",0.1525632900478862,0.07314139635143806,0.025417454252319706,0.09013944940660834,0.0
"aaccbbbb",0.15919647657170738,0.06338921017124631,0.015250472551391824,0.12877064200944047,0.0
"aaccbbbc",0.015184851292502148,0.022324940869852008,0.0,0.068783137129839,0.0
"aaccbbca",0.015184851292502148,0.011162470434926004,0.0,0.09826162447119857,0.0
"aaccbbcb",0.01326637304764228,0.00975218618019174,0.005083490850463942,0.05150825680377619,0.0
"aaccbbcc",0.0,0.0,0.0,0.030958897988593467,0.0
"aaccbcaa",0.1634264749872558,0.0,0.0,0.07050250544448296,0.0
"aaccbcab",0.07592425646251073,0.0,0.03491175123775473,0.049130812235599286,0.0
"aaccbcac",0.04784230513859746,0.0,0.0,0.0,0.0
"aaccbcba",0.05306549219056912,0.01462827927028761,0.005083490850463942,0.07726238520566428,0.0
"aaccbcbb",0.07592425646251073,0.011162470434926004,0.0,0.23582789873087653,0.0
"aaccbcca",0.0,0.020022621670653398,0.0,0.07050250544448296,0.0
"aaccbccb",0.0,0.0,0.0,0.06191779597718693,0.0
"aacccaaa",0.039799119142926845,0.03900874472076696,0.010166981700927884,0.0042923547336480156,0.0
"aacccaab",0.060739405170008594,0.08929976347940803,0.01163725041258491,0.0,0.0
"aacccaac",0.0,0.07033830050242186,0.0,0.0,0.0
"aacccaba",0.04555455387750645,0.11162470434926003,0.0,0.019652324894239712,0.0
"aacccabb",0.02653274609528456,0.04388483781086283,0.005083490850463942,0.0042923547336480156,0.0
"aacccabc",0.0,0.03516915025121093,0.0,0.0,0.0
"aacccacb",0.027237745831209297,0.020022621670653398,0.0,0.0,0.0
"aacccbaa",0.1790960361431708,0.06826530326134218,0.030500945102783648,0.025754128401888093,0.0
"aacccbab",0.09286461133349595,0.03900874472076696,0.025417454252319706,0.0042923547336480156,0.0
"aacccbba",0.2586942744290245,0.024380465450479352,0.020333963401855767,0.07726238520566428,0.0
"aacccbbb",0.039799119142926845,0.01950437236038348,0.010166981700927884,0.03863119260283214,0.0
"aacccbca",0.060739405170008594,0.011162470434926004,0.0,0.039304649788479425,0.0
"aacccbcb",0.0,0.0,0.0,0.030958897988593467,0.0
"aaccccaa",0.046432305666747976,0.00487609309009587,0.005083490850463942,0.02146177366824008,0.0
"aaccccab",0.05447549166241859,0.0,0.0,0.07050250544448296,0.0
"aaccccba",0.21790196664967437,0.0,0.0,0.12337938452784518,0.0
"aaccccbb",0.0,0.0,0.0,0.06191779597718693,0.0
"aaccccca",0.0,0.0,0.0,0.030958897988593467,0.0
"abaaabbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abaabbbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abaabbcc",0.0,0.07033830050242186,0.0,0.0,0.0
"abaabcba",0.04784230513859746,0.0,0.0,0.0,0.0
"abaabcbc",0.0,0.0,0.0,0.030958897988593467,0.0
"abaaccbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abaaccca",0.0,0.03516915025121093,0.0,0.0,0.0
"abaacccb",0.0,0.03516915025121093,0.0,0.0,0.0
"ababaaac",0.0,0.03516915025121093,0.0,0.0,0.0
"ababaccb",0.0,0.03516915025121093,0.0,0.0,0.0
"ababbcbb",0.0,0.03516915025121093,0.0,0.0,0.0
"ababcbab",0.0,0.03516915025121093,0.0,0.0,0.0
"ababccbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abacbaac",0.0,0.03516915025121093,0.0,0.0,0.0
"abacbabc",0.0,0.03516915025121093,0.0,0.0,0.0
"abaccabb",0.0,0.03516915025121093,0.0,0.0,0.0
"abaccbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abacccba",0.0,0.03516915025121093,0.0,0.0,0.0
"abbaabcb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbabbbc",0.0,0.060067865011960195,0.0,0.01762562636112074,0.0
"abbabbcb",0.0,0.07033830050242186,0.0,0.0,0.0
"abbabbcc",0.0,0.07033830050242186,0.0,0.0,0.0
"abbabcaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abbabcbb",0.0,0.14067660100484372,0.0,0.0,0.0
"abbabcbc",0.0,0.040045243341306797,0.0,0.01762562636112074,0.0
"abbabccb",0.0,0.10550745075363278,0.0,0.0,0.0
"abbacbab",0.0,0.03516915025121093,0.0,0.0,0.0
"abbacbba",0.0,0.03516915025121093,0.0,0.0,0.0
"abbacbbb",0.0,0.17584575125605464,0.0,0.0,0.0
"abbacbca",0.0,0.03516915025121093,0.0,0.0,0.0
"abbacbcc",0.0,0.03516915025121093,0.0,0.0,0.0
"abbaccaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abbaccac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbaccbb",0.0,0.10550745075363278,0.0,0.0,0.0
"abbbaabc",0.0,0.0,0.036665020584565444,0.0,0.0
"abbbabac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbacac",0.0,0.07033830050242186,0.0,0.0,0.0
"abbbacba",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbbbac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbbbbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbbcbc",0.0,0.07033830050242186,0.0,0.0,0.0
"abbbbcca",0.0,0.0,0.0,0.030958897988593467,0.0
"abbbcaaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbcabb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbcacb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbcbac",0.0,0.07033830050242186,0.0,0.0,0.0
"abbbcbba",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbcbbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbcbca",0.04784230513859746,0.0,0.0,0.0,0.0
"abbbccaa",0.027237745831209297,0.020022621670653398,0.0,0.0,0.0
"abbbccab",0.0,0.03516915025121093,0.0,0.0,0.0
"abbbccba",0.027237745831209297,0.0,0.0,0.01762562636112074,0.0
"abbbccbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcabbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcabbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcabca",0.0,0.0,0.0,0.030958897988593467,0.0
"abbcbaab",0.0,0.07033830050242186,0.0,0.0,0.0
"abbcbabb",0.0,0.17584575125605464,0.0,0.0,0.0
"abbcbabc",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcbacb",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcbbab",0.0,0.10550745075363278,0.0,0.0,0.0
"abbcbbac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcbbbb",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"abbcbcab",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcbcba",0.0,0.07033830050242186,0.0,0.0,0.0
"abbccaaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abbccaab",0.0,0.10550745075363278,0.0,0.0,0.0
"abbccaac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbccabb",0.0,0.07033830050242186,0.0,0.0,0.0
"abbccbaa",0.0,0.17584575125605464,0.0,0.0,0.0
"abbccbab",0.0,0.14067660100484372,0.0,0.0,0.0
"abbccbac",0.0,0.03516915025121093,0.0,0.0,0.0
"abbcccab",0.04784230513859746,0.0,0.0,0.0,0.0
"abcaaaac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcaacbb",0.0,0.0,0.0,0.030958897988593467,0.0
"abcabbbb",0.0,0.07033830050242186,0.0,0.0,0.0
"abcabbcc",0.0,0.07033830050242186,0.0,0.0,0.0
"abcabcaa",0.0,0.07033830050242186,0.0,0.0,0.0
"abcabcac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcabcbb",0.0,0.07033830050242186,0.0,0.0,0.0
"abcacaac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcacbab",0.0,0.14067660100484372,0.0,0.0,0.0
"abcacbac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcacbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcaccba",0.0,0.03516915025121093,0.0,0.0,0.0
"abcaccbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbabbc",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbabcb",0.0,0.0,0.0,0.06191779597718693,0.0
"abcbacab",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbaac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbabb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbbaa",0.0,0.07033830050242186,0.0,0.0,0.0
"abcbbbac",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbbba",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"abcbbbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbbcb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbcaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbcba",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbbcbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbcabc",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbcbab",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbcbba",0.0,0.03516915025121093,0.0,0.0,0.0
"abcbccab",0.0,0.0,0.0,0.06191779597718693,0.0
"abccaaac",0.0,0.07033830050242186,0.0,0.0,0.0
"abccabaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abccabba",0.0,0.03516915025121093,0.0,0.0,0.0
"abccacbb",0.0,0.03516915025121093,0.0,0.0,0.0
"abccbaaa",0.0,0.07033830050242186,0.0,0.0,0.0
"abccbaab",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"abccbaba",0.0,0.03516915025121093,0.0,0.0,0.0
"abccbabb",0.0,0.0,0.0,0.030958897988593467,0.0
"abccbbaa",0.0,0.07033830050242186,0.0,0.0,0.0
"abccbbab",0.0,0.03516915025121093,0.0,0.0,0.0
"abcccaaa",0.0,0.03516915025121093,0.0,0.0,0.0
"abcccaab",0.0,0.07033830050242186,0.0,0.0,0.0
"abcccabb",0.0,0.07033830050242186,0.0,0.0,0.0
"abcccbaa",0.0,0.07033830050242186,0.0,0.0,0.0
"abcccbab",0.0,0.07033830050242186,0.0,0.0,0.0
"acaacbab",0.0,0.03516915025121093,0.0,0.0,0.0
"acaacbba",0.0,0.03516915025121093,0.0,0.0,0.0
"acaacbca",0.0,0.03516915025121093,0.0,0.0,0.0
"acabbbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"acabbcbb",0.0,0.03516915025121093,0.0,0.0,0.0
"acacbaab",0.0,0.03516915025121093,0.0,0.0,0.0
"acacbbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"acbababb",0.0,0.03516915025121093,0.0,0.0,0.0
"acbabbaa",0.0,0.03516915025121093,0.0,0.0,0.0
"acbabbac",0.0,0.03516915025121093,0.0,0.0,0.0
"acbabbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"acbacbab",0.0,0.03516915025121093,0.0,0.0,0.0
"acbbabac",0.0,0.03516915025121093,0.0,0.0,0.0
"acbbaccb",0.0,0.03516915025121093,0.0,0.0,0.0
"acbbbbbc",0.0,0.03516915025121093,0.0,0.0,0.0
"acbbbcaa",0.04784230513859746,0.0,0.0,0.0,0.0
"acbbcaaa",0.0,0.03516915025121093,0.0,0.0,0.0
"acbbccbb",0.0,0.03516915025121093,0.0,0.0,0.0
"acbcabaa",0.09568461027719492,0.0,0.0,0.0,0.0
"acbcbbba",0.0,0.03516915025121093,0.0,0.0,0.0
"acbccaaa",0.0,0.03516915025121093,0.0,0.0,0.0
"accaaacb",0.0,0.03516915025121093,0.0,0.0,0.0
"accaabbc",0.0,0.03516915025121093,0.0,0.0,0.0
"accabbaa",0.0,0.03516915025121093,0.0,0.0,0.0
"accabbbb",0.0,0.03516915025121093,0.0,0.0,0.0
"accabcba",0.0,0.020022621670653398,0.0,0.01762562636112074,0.0
"accacbab",0.0,0.03516915025121093,0.0,0.0,0.0
"accbaaac",0.0,0.03516915025121093,0.0,0.0,0.0
"accbabca",0.0,0.03516915025121093,0.0,0.0,0.0
"accbacaa",0.04784230513859746,0.0,0.0,0.0,0.0
"accbbaca",0.0,0.0,0.0,0.030958897988593467,0.0
"accbbbba",0.0,0.0,0.0,0.030958897988593467,0.0
"accbbcaa",0.04784230513859746,0.0,0.0,0.0,0.0
"acccbbaa",0.0,0.03516915025121093,0.0,0.0,0.0
"baaaaabc",0.0,0.0,0.0,0.0,0.02464858089889046
"baaaabbc",0.0,0.0,0.036665020584565444,0.0,0.0
"baaaacac",0.0,0.0,0.0,0.0,0.02464858089889046
"baaaaccb",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"baaababc",0.0,0.0,0.0,0.0,0.02464858089889046
"baaabacb",0.0,0.0,0.0,0.030958897988593467,0.0
"baaabacc",0.0,0.0,0.02087425571751469,0.0,0.014033014915962736
"baaabbcb",0.0,0.0,0.02087425571751469,0.01762562636112074,0.0
"baaabcbc",0.0,0.0,0.0,0.0,0.02464858089889046
"baaabcca",0.0,0.0,0.0,0.0,0.02464858089889046
"baaabccb",0.0,0.0,0.0,0.0,0.07394574269667138
"baaabccc",0.0,0.0,0.0,0.0,0.02464858089889046
"baaacabc",0.0,0.0,0.036665020584565444,0.0,0.0
"baaacacc",0.0,0.0,0.0,0.01762562636112074,0.014033014915962736
"baaacbba",0.0,0.0,0.0,0.0,0.02464858089889046
"baaacbbb",0.0,0.011162470434926004,0.01163725041258491,0.0,0.023469920676056688
"baaacbbc",0.0,0.0,0.0,0.0,0.02464858089889046
"baaacbca",0.0,0.0,0.0,0.0,0.02464858089889046
"baaacbcb",0.0,0.020022621670653398,0.0,0.0,0.014033014915962736
"baaaccba",0.0,0.0,0.0,0.0,0.04929716179778092
"baaaccbb",0.0,0.0,0.0,0.0,0.02464858089889046
"baaaccbc",0.0,0.0,0.02087425571751469,0.0,0.028066029831925472
"baaaccca",0.0,0.020022621670653398,0.02087425571751469,0.0,0.0
"baaacccb",0.0,0.0,0.0,0.0,0.02464858089889046
"baaacccc",0.0,0.0,0.0,0.0,0.02464858089889046
"baabaaac",0.0,0.0,0.0,0.0,0.02464858089889046
"baabaabc",0.0,0.0,0.0,0.0,0.07394574269667138
"baabaacb",0.0,0.0,0.0,0.0,0.02464858089889046
"baabaacc",0.0,0.0,0.0,0.0,0.07394574269667138
"baababca",0.04784230513859746,0.0,0.0,0.0,0.0
"baababcc",0.027237745831209297,0.0,0.0,0.0,0.042099044747888205
"baabacab",0.0,0.0,0.0,0.0,0.02464858089889046
"baabaccb",0.0,0.0,0.0,0.0,0.07394574269667138
"baabaccc",0.0,0.0,0.0,0.0,0.04929716179778092
"baabbaac",0.0,0.0,0.0,0.0,0.02464858089889046
"baabbabc",0.0,0.020022621670653398,0.0,0.0,0.014033014915962736
"baabbacb",0.0,0.0,0.02087425571751469,0.0,0.028066029831925472
"baabbbac",0.0,0.0,0.0,0.0,0.02464858089889046
"baabbbbc",0.0,0.0,0.0,0.0,0.19718864719112367
"baabbbca",0.0,0.020022621670653398,0.0,0.0,0.014033014915962736
"baabbbcb",0.027237745831209297,0.0,0.0,0.0,0.056132059663850944
"baabbbcc",0.00663318652382114,0.00487609309009587,0.010166981700927884,0.0,0.020504693598210076
"baabbcab",0.0,0.0,0.0,0.0,0.02464858089889046
"baabbcba",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"baabbcbb",0.0,0.0,0.0,0.0,0.07394574269667138
"baabbcbc",0.0,0.0,0.0,0.0,0.1232429044944523
"baabbcca",0.0,0.0,0.04174851143502938,0.0,0.07016507457981368
"baabbccb",0.027237745831209297,0.0,0.0,0.0,0.056132059663850944
"baabcaab",0.0,0.0,0.0,0.030958897988593467,0.0
"baabcaba",0.0,0.0,0.036665020584565444,0.0,0.0
"baabcabb",0.0,0.020022621670653398,0.0,0.0,0.014033014915962736
"baabcabc",0.0,0.0,0.0,0.0,0.02464858089889046
"baabcaca",0.0,0.0,0.0,0.0,0.07394574269667138
"baabcacb",0.0,0.0,0.0,0.0,0.09859432359556183
"baabcacc",0.0,0.0,0.0,0.0,0.04929716179778092
"baabcbaa",0.0,0.0,0.0,0.0,0.02464858089889046
"baabcbab",0.0,0.0,0.036665020584565444,0.0,0.0
"baabcbac",0.0,0.0,0.0,0.0,0.02464858089889046
"baabcbba",0.0,0.0,0.0,0.0,0.02464858089889046
"baabcbbb",0.015184851292502148,0.0,0.03491175123775473,0.0,0.031293227568075586
"baabcbbc",0.0,0.0,0.02087425571751469,0.0,0.09823110441173914
"baabcbca",0.0,0.0,0.036665020584565444,0.0,0.0
"baabcbcb",0.05447549166241859,0.0,0.0,0.0,0.07016507457981368
"baabcbcc",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"baabccaa",0.0,0.0,0.0,0.0,0.04929716179778092
"baabccab",0.0,0.0,0.0,0.0,0.02464858089889046
"baabccac",0.027237745831209297,0.0,0.0,0.0,0.014033014915962736
"baabccba",0.04784230513859746,0.0,0.0,0.0,0.0
"baabccbb",0.030369702585004297,0.0,0.01163725041258491,0.0,0.06258645513615117
"baabccca",0.0,0.0,0.0,0.0,0.02464858089889046
"baabcccb",0.0,0.0,0.0,0.0,0.02464858089889046
"baacaabc",0.0,0.03516915025121093,0.0,0.0,0.0
"baacaacb",0.0,0.0,0.0,0.0,0.02464858089889046
"baacaacc",0.0,0.0,0.0,0.0,0.04929716179778092
"baacabbb",0.027237745831209297,0.020022621670653398,0.0,0.0,0.0
"baacabbc",0.0,0.0,0.0,0.0,0.02464858089889046
"baacabca",0.0,0.0,0.0,0.0,0.02464858089889046
"baacabcb",0.027237745831209297,0.0,0.0,0.0,0.056132059663850944
"baacabcc",0.0,0.0,0.0,0.0,0.09859432359556183
"baacacac",0.0,0.0,0.036665020584565444,0.0,0.0
"baacacba",0.027237745831209297,0.0,0.0,0.0,0.014033014915962736
"baacacbb",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"baacacca",0.0,0.0,0.0,0.0,0.02464858089889046
"baacaccb",0.0,0.0,0.0,0.0,0.02464858089889046
"baacbaac",0.0,0.0,0.02087425571751469,0.0,0.014033014915962736
"baacbaba",0.0,0.0,0.0,0.0,0.04929716179778092
"baacbabb",0.0,0.0,0.0,0.0,0.07394574269667138
"baacbabc",0.0,0.060067865011960195,0.0,0.0,0.042099044747888205
"baacbaca",0.0,0.0,0.0,0.0,0.1232429044944523
"baacbacb",0.015184851292502148,0.03348741130477801,0.0,0.0,0.031293227568075586
"baacbacc",0.0,0.040045243341306797,0.0,0.0,0.056132059663850944
"baacbbaa",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"baacbbab",0.05447549166241859,0.0,0.0,0.0,0.042099044747888205
"baacbbac",0.05447549166241859,0.0,0.0,0.0,0.042099044747888205
"baacbbba",0.0,0.0,0.0,0.0,0.09859432359556183
"baacbbbb",0.01326637304764228,0.00487609309009587,0.0,0.0042923547336480156,0.044426836129455166
"baacbbbc",0.0,0.0,0.0,0.0,0.2711343898877951
"baacbbca",0.0,0.0,0.0,0.0,0.14789148539334276
"baacbbcb",0.0,0.0,0.0,0.0,0.34508013258446646
"baacbcaa",0.01326637304764228,0.00487609309009587,0.005083490850463942,0.0,0.006834897866070024
"baacbcab",0.0,0.0,0.02087425571751469,0.0,0.014033014915962736
"baacbcba",0.015184851292502148,0.0,0.02327450082516982,0.0,0.06258645513615117
"baacbcbb",0.030369702585004297,0.0,0.02327450082516982,0.0,0.08605637581220787
"baacbcbc",0.0,0.0,0.02087425571751469,0.0,0.028066029831925472
"baacbcca",0.0,0.0,0.02087425571751469,0.0,0.014033014915962736
"baacbccb",0.015184851292502148,0.0,0.0,0.009826162447119856,0.007823306892018897
"baaccaab",0.04784230513859746,0.0,0.0,0.0,0.0
"baaccaac",0.0,0.0,0.0,0.0,0.04929716179778092
"baaccaba",0.027237745831209297,0.0,0.0,0.0,0.014033014915962736
"baaccabb",0.0,0.00975218618019174,0.005083490850463942,0.0042923547336480156,0.006834897866070024
"baaccabc",0.027237745831209297,0.0,0.0,0.0,0.014033014915962736
"baaccaca",0.0,0.03516915025121093,0.0,0.0,0.0
"baaccacb",0.015184851292502148,0.011162470434926004,0.0,0.0,0.031293227568075586
"baaccbaa",0.015184851292502148,0.0,0.01163725041258491,0.0,0.023469920676056688
"baaccbab",0.030369702585004297,0.022324940869852008,0.0,0.0,0.015646613784037793
"baaccbac",0.0,0.0,0.0,0.0,0.04929716179778092
"baaccbba",0.04555455387750645,0.011162470434926004,0.0,0.0,0.05476314824413228
"baaccbbb",0.0331659326191057,0.0,0.005083490850463942,0.0042923547336480156,0.03417448933035012
"baaccbbc",0.0,0.0,0.02087425571751469,0.0,0.042099044747888205
"baaccbca",0.015184851292502148,0.0,0.0,0.009826162447119856,0.039116534460094485
"baaccbcb",0.0,0.0,0.0,0.0,0.04929716179778092
"baacccaa",0.05447549166241859,0.0,0.0,0.0,0.042099044747888205
"baacccab",0.09568461027719492,0.0,0.0,0.0,0.0
"baacccac",0.04784230513859746,0.0,0.0,0.0,0.0
"baacccba",0.00663318652382114,0.0,0.005083490850463942,0.0042923547336480156,0.006834897866070024
"baacccbb",0.027237745831209297,0.0,0.0,0.0,0.028066029831925472
"babaaabc",0.0,0.03516915025121093,0.0,0.0,0.0
"babaabcc",0.0,0.0,0.0,0.030958897988593467,0.0
"babaacba",0.0,0.03516915025121093,0.0,0.0,0.0
"babaacbb",0.0,0.03516915025121093,0.0,0.0,0.0
"babababc",0.0,0.07033830050242186,0.0,0.0,0.0
"bababacc",0.0,0.03516915025121093,0.0,0.0,0.0
"bababbbc",0.0,0.0,0.036665020584565444,0.0,0.0
"bababbcb",0.027237745831209297,0.020022621670653398,0.0,0.0,0.0
"bababcaa",0.0,0.0,0.036665020584565444,0.0,0.0
"bababcbb",0.0,0.0,0.0,0.06191779597718693,0.0
"babacbac",0.0,0.0,0.036665020584565444,0.0,0.0
"babacbbb",0.0,0.0,0.07333004116913089,0.0,0.0
"babbaaac",0.0,0.0,0.07333004116913089,0.0,0.0
"babbaabc",0.0,0.011162470434926004,0.01163725041258491,0.0,0.007823306892018897
"babbaaca",0.0,0.03516915025121093,0.0,0.0,0.0
"babbaacb",0.0,0.0,0.036665020584565444,0.0,0.0
